XA1, XA2, YA1, YA2, UTFA, FILENAME, XB1, XB2, YB1, YB2, IoU, 
1451, 1521, 30, 108, 751f, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1454, 1519, 31, 105, 0.880952380952, 
1165, 1235, 35, 107, 6bd4, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1168, 1233, 36, 104, 0.876984126984, 
1165, 1235, 35, 107, 6bd4, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1168, 1233, 36, 104, 0.876984126984, 
1165, 1235, 35, 107, 6bd4, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1168, 1233, 36, 104, 0.876984126984, 
1541, 1616, 32, 108, 5922, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1544, 1613, 33, 105, 0.871578947368, 
1541, 1616, 32, 108, 5922, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1544, 1613, 33, 105, 0.871578947368, 
310, 383, 44, 116, 540D, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 312, 380, 45, 114, 0.892694063927, 
782, 855, 32, 110, 65B0, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 785, 852, 33, 107, 0.870741131015, 
782, 855, 32, 110, 65B0, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 785, 852, 33, 107, 0.870741131015, 
782, 855, 32, 110, 65B0, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 785, 852, 33, 107, 0.870741131015, 
500, 566, 36, 114, 7406, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 502, 565, 36, 111, 0.917832167832, 
500, 566, 36, 114, 7406, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 502, 565, 36, 111, 0.917832167832, 
1736, 1802, 30, 107, 77f3, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1735, 1799, 31, 105, 0.904189294026, 
1736, 1802, 30, 107, 77f3, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1735, 1799, 31, 105, 0.904189294026, 
1736, 1802, 30, 107, 77f3, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1735, 1799, 31, 105, 0.904189294026, 
2114, 2189, 28, 108, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 2116, 2185, 29, 105, 0.874, 
2114, 2189, 28, 108, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 2116, 2185, 29, 105, 0.874, 
1359, 1427, 34, 112, 4E09, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1361, 1375, 37, 109, 0.190045248869, 
1359, 1427, 34, 112, 4E09, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 1361, 1375, 37, 109, 0.190045248869, 
687, 759, 38, 110, 6642, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 690, 755, 38, 107, 0.865162037037, 
687, 759, 38, 110, 6642, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-011-y1=1225-y2=1363.xml, 690, 755, 38, 107, 0.865162037037, 
1733, 1808, 32, 109, 624C, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1735, 1805, 33, 106, 0.884848484848, 
1733, 1808, 32, 109, 624C, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1735, 1805, 33, 106, 0.884848484848, 
216, 288, 50, 112, 6708, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 219, 287, 51, 109, 0.883512544803, 
216, 288, 50, 112, 6708, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 219, 287, 51, 109, 0.883512544803, 
216, 288, 50, 112, 6708, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 219, 287, 51, 109, 0.883512544803, 
1831, 1904, 37, 111, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1833, 1901, 38, 108, 0.88115512773, 
1831, 1904, 37, 111, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1833, 1901, 38, 108, 0.88115512773, 
1831, 1904, 37, 111, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1833, 1901, 38, 108, 0.88115512773, 
2117, 2185, 33, 108, 7d05, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 2120, 2182, 34, 105, 0.863137254902, 
2117, 2185, 33, 108, 7d05, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 2120, 2182, 34, 105, 0.863137254902, 
2017, 2090, 34, 111, 5750, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 2019, 2087, 35, 108, 0.883116883117, 
310, 380, 40, 115, 9b42, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 313, 377, 41, 112, 0.865523809524, 
310, 380, 40, 115, 9b42, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 313, 377, 41, 112, 0.865523809524, 
877, 954, 35, 113, 5176, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 879, 951, 35, 110, 0.899100899101, 
1449, 1522, 33, 110, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1451, 1518, 33, 107, 0.882049457392, 
1449, 1522, 33, 110, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1451, 1518, 33, 107, 0.882049457392, 
1449, 1522, 33, 110, 6728, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1451, 1518, 33, 107, 0.882049457392, 
1543, 1614, 34, 112, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0034-line-012-y1=1353-y2=1493.xml, 1545, 1611, 35, 109, 0.881906825569, 
2024, 2099, 29, 106, 8207, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 2027, 2097, 30, 104, 0.89696969697, 
2024, 2099, 29, 106, 8207, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 2027, 2097, 30, 104, 0.89696969697, 
2024, 2099, 29, 106, 8207, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 2027, 2097, 30, 104, 0.89696969697, 
2024, 2099, 29, 106, 8207, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 2027, 2097, 30, 104, 0.89696969697, 
880, 955, 34, 111, 5BF9, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 883, 952, 34, 108, 0.884155844156, 
880, 955, 34, 111, 5BF9, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 883, 952, 34, 108, 0.884155844156, 
1358, 1430, 35, 108, 9996, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 1360, 1426, 36, 105, 0.866438356164, 
1358, 1430, 35, 108, 9996, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 1360, 1426, 36, 105, 0.866438356164, 
1358, 1430, 35, 108, 9996, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 1360, 1426, 36, 105, 0.866438356164, 
1070, 1143, 34, 110, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 1072, 1140, 35, 107, 0.882480173035, 
1070, 1143, 34, 110, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 1072, 1140, 35, 107, 0.882480173035, 
1070, 1143, 34, 110, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 1072, 1140, 35, 107, 0.882480173035, 
1168, 1239, 35, 109, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-003-y1=152-y2=288.xml, 1170, 1236, 36, 106, 0.87933003426, 
596, 667, 37, 83, 5e02, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-004-y1=278-y2=417.xml, 598, 664, 38, 108, 0.604149715216, 
2120, 2193, 32, 105, 6843, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-004-y1=278-y2=417.xml, 2122, 2190, 33, 102, 0.88046537812, 
2120, 2193, 32, 105, 6843, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-004-y1=278-y2=417.xml, 2122, 2190, 33, 102, 0.88046537812, 
1072, 1143, 37, 105, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-004-y1=278-y2=417.xml, 1074, 1141, 38, 109, 0.880886970173, 
1642, 1713, 34, 108, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 1645, 1713, 35, 105, 0.905976398934, 
304, 371, 39, 113, 4f86, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 306, 368, 40, 110, 0.875352964905, 
304, 371, 39, 113, 4f86, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 306, 368, 40, 110, 0.875352964905, 
304, 371, 39, 113, 4f86, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 306, 368, 40, 110, 0.875352964905, 
1166, 1237, 38, 103, 9593, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 1168, 1235, 39, 100, 0.885590465872, 
1166, 1237, 38, 103, 9593, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 1168, 1235, 39, 100, 0.885590465872, 
1166, 1237, 38, 103, 9593, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 1168, 1235, 39, 100, 0.885590465872, 
1166, 1237, 38, 103, 9593, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 1168, 1235, 39, 100, 0.885590465872, 
496, 567, 34, 82, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 497, 564, 35, 105, 0.636290159628, 
496, 567, 34, 82, 5DFE, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 497, 564, 35, 105, 0.636290159628, 
1548, 1621, 36, 108, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 1551, 1619, 37, 105, 0.879756468798, 
2125, 2197, 34, 107, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 2126, 2194, 34, 104, 0.905631659056, 
778, 852, 36, 111, 4f5c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 781, 848, 37, 108, 0.857117117117, 
778, 852, 36, 111, 4f5c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-005-y1=407-y2=544.xml, 781, 848, 37, 108, 0.857117117117, 
776, 849, 35, 112, 5BF9, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-006-y1=534-y2=673.xml, 778, 847, 36, 110, 0.908379291941, 
776, 849, 35, 112, 5BF9, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-006-y1=534-y2=673.xml, 778, 847, 36, 110, 0.908379291941, 
1548, 1621, 31, 107, 7b11, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-006-y1=534-y2=673.xml, 1550, 1619, 32, 104, 0.895457822639, 
1548, 1621, 31, 107, 7b11, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-006-y1=534-y2=673.xml, 1550, 1619, 32, 104, 0.895457822639, 
1928, 2002, 29, 104, 6b64, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-006-y1=534-y2=673.xml, 1930, 1998, 30, 101, 0.86990990991, 
972, 1045, 39, 106, 82b3, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-006-y1=534-y2=673.xml, 974, 1042, 37, 103, 0.865725084543, 
972, 1045, 39, 106, 82b3, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-006-y1=534-y2=673.xml, 974, 1042, 37, 103, 0.865725084543, 
774, 850, 36, 109, 6240, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-007-y1=663-y2=802.xml, 777, 846, 37, 107, 0.870583994232, 
968, 1042, 37, 111, 4f5c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-007-y1=663-y2=802.xml, 970, 1038, 38, 108, 0.869247626004, 
968, 1042, 37, 111, 4f5c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-007-y1=663-y2=802.xml, 970, 1038, 38, 108, 0.869247626004, 
680, 751, 38, 112, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-007-y1=663-y2=802.xml, 682, 748, 39, 109, 0.87933003426, 
1738, 1812, 34, 110, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-007-y1=663-y2=802.xml, 1740, 1809, 35, 107, 0.883357041252, 
21, 85, 49, 122, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 23, 83, 50, 119, 0.886130136986, 
21, 85, 49, 122, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 23, 83, 50, 119, 0.886130136986, 
21, 85, 49, 122, 53f2, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 23, 83, 50, 119, 0.886130136986, 
1262, 1331, 34, 110, 53ef, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 1260, 1328, 35, 107, 0.881959910913, 
1262, 1331, 34, 110, 53ef, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 1260, 1328, 35, 107, 0.881959910913, 
1262, 1331, 34, 110, 53ef, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 1260, 1328, 35, 107, 0.881959910913, 
684, 755, 43, 117, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 686, 753, 44, 114, 0.892653216597, 
684, 755, 43, 117, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 686, 753, 44, 114, 0.892653216597, 
684, 755, 43, 117, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 686, 753, 44, 114, 0.892653216597, 
494, 568, 42, 115, 9152, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 496, 565, 43, 112, 0.881340244354, 
494, 568, 42, 115, 9152, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 496, 565, 43, 112, 0.881340244354, 
494, 568, 42, 115, 9152, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 496, 565, 43, 112, 0.881340244354, 
106, 178, 45, 123, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-008-y1=792-y2=933.xml, 108, 174, 46, 120, 0.869658119658, 
205, 277, 47, 112, 51fa, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 207, 275, 48, 110, 0.900854700855, 
205, 277, 47, 112, 51fa, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 207, 275, 48, 110, 0.900854700855, 
205, 277, 47, 112, 51fa, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 207, 275, 48, 110, 0.900854700855, 
1070, 1144, 37, 113, 82b1, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 1073, 1140, 38, 110, 0.857752489331, 
1256, 1331, 33, 110, 65B0, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 1259, 1328, 34, 107, 0.872207792208, 
1256, 1331, 33, 110, 65B0, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 1259, 1328, 34, 107, 0.872207792208, 
1256, 1331, 33, 110, 65B0, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 1259, 1328, 34, 107, 0.872207792208, 
682, 754, 39, 115, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 684, 750, 40, 112, 0.868421052632, 
682, 754, 39, 115, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 684, 750, 40, 112, 0.868421052632, 
682, 754, 39, 115, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 684, 750, 40, 112, 0.868421052632, 
682, 754, 39, 115, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 684, 750, 40, 112, 0.868421052632, 
1830, 1904, 33, 111, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-009-y1=923-y2=1064.xml, 1833, 1900, 34, 108, 0.858974358974, 
2022, 2100, 31, 107, 679d, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 2025, 2097, 32, 104, 0.874493927126, 
2022, 2100, 31, 107, 679d, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 2025, 2097, 32, 104, 0.874493927126, 
2022, 2100, 31, 107, 679d, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 2025, 2097, 32, 104, 0.874493927126, 
1066, 1144, 33, 110, 624C, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 1069, 1140, 34, 107, 0.86297036297, 
1066, 1144, 33, 110, 624C, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 1069, 1140, 34, 107, 0.86297036297, 
496, 568, 41, 114, 4e0d, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 498, 564, 42, 111, 0.866438356164, 
1449, 1520, 35, 108, 504f, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 1451, 1517, 36, 105, 0.878641713293, 
1546, 1622, 33, 110, 53d6, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 1549, 1618, 34, 108, 0.872522214627, 
1546, 1622, 33, 110, 53d6, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 1549, 1618, 34, 108, 0.872522214627, 
1546, 1622, 33, 110, 53d6, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-010-y1=1054-y2=1192.xml, 1549, 1618, 34, 108, 0.872522214627, 
2118, 2194, 35, 105, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 2121, 2190, 36, 102, 0.856015037594, 
2118, 2194, 35, 105, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 2121, 2190, 36, 102, 0.856015037594, 
2118, 2194, 35, 105, 5b57, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 2121, 2190, 36, 102, 0.856015037594, 
588, 658, 39, 112, 4E16, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 591, 655, 40, 110, 0.876712328767, 
778, 855, 36, 109, 8db3, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 781, 852, 37, 107, 0.884184308842, 
778, 855, 36, 109, 8db3, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 781, 852, 37, 107, 0.884184308842, 
1064, 1137, 34, 109, 5fae, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 1066, 1134, 35, 106, 0.881826484018, 
1064, 1137, 34, 109, 5fae, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 1066, 1134, 35, 106, 0.881826484018, 
1167, 1239, 32, 106, 5973, navis-Ming-Qing_HarvYench_18_10_10092_0035-line-012-y1=1313-y2=1454.xml, 1169, 1236, 33, 103, 0.880255255255, 
791, 864, 36, 115, 81f4, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-004-y1=278-y2=418.xml, 793, 861, 37, 112, 0.884341945552, 
889, 961, 35, 108, 5750, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-004-y1=278-y2=418.xml, 891, 959, 36, 105, 0.892694063927, 
603, 672, 39, 112, 5e74, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-004-y1=278-y2=418.xml, 605, 669, 40, 110, 0.889418304546, 
787, 861, 34, 112, 5927, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 790, 861, 35, 109, 0.910256410256, 
787, 861, 34, 112, 5927, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 790, 861, 35, 109, 0.910256410256, 
787, 861, 34, 112, 5927, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 790, 861, 35, 109, 0.910256410256, 
1936, 2009, 33, 106, 8CB4, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 1939, 2007, 34, 104, 0.893225745919, 
503, 577, 35, 112, 5BB6, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 506, 573, 36, 110, 0.87012987013, 
503, 577, 35, 112, 5BB6, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 506, 573, 36, 110, 0.87012987013, 
503, 577, 35, 112, 5BB6, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 506, 573, 36, 110, 0.87012987013, 
222, 293, 42, 115, 4e0d, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 225, 290, 43, 112, 0.865328960062, 
983, 1054, 36, 108, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 986, 1051, 37, 105, 0.864632237872, 
983, 1054, 36, 108, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 986, 1051, 37, 105, 0.864632237872, 
983, 1054, 36, 108, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 986, 1051, 37, 105, 0.864632237872, 
1556, 1631, 31, 104, 6d6a, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 1559, 1628, 32, 101, 0.869589041096, 
1556, 1631, 31, 104, 6d6a, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 1559, 1628, 32, 101, 0.869589041096, 
1556, 1631, 31, 104, 6d6a, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 1559, 1628, 32, 101, 0.869589041096, 
1367, 1435, 33, 108, 98a8, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-005-y1=408-y2=546.xml, 1370, 1437, 34, 105, 0.880389164441, 
129, 198, 36, 109, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 131, 198, 37, 106, 0.917808219178, 
129, 198, 36, 109, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 131, 198, 37, 106, 0.917808219178, 
129, 198, 36, 109, 4ea6, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 131, 198, 37, 106, 0.917808219178, 
316, 390, 35, 110, 4E16, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 318, 386, 36, 107, 0.86990990991, 
316, 390, 35, 110, 4E16, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 318, 386, 36, 107, 0.86990990991, 
316, 390, 35, 110, 4E16, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 318, 386, 36, 107, 0.86990990991, 
1173, 1246, 36, 101, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 1175, 1243, 37, 99, 0.888514225501, 
1173, 1246, 36, 101, 4e2d, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 1175, 1243, 37, 99, 0.888514225501, 
1269, 1342, 33, 107, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 1271, 1339, 34, 104, 0.88115512773, 
1269, 1342, 33, 107, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 1271, 1339, 34, 104, 0.88115512773, 
1269, 1342, 33, 107, 4eba, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 1271, 1339, 34, 104, 0.88115512773, 
35, 106, 32, 104, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 37, 103, 33, 101, 0.8779342723, 
35, 106, 32, 104, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 37, 103, 33, 101, 0.8779342723, 
35, 106, 32, 104, 5b50, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 37, 103, 33, 101, 0.8779342723, 
1655, 1725, 37, 110, 800c, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 1655, 1723, 38, 107, 0.918199608611, 
2121, 2193, 28, 105, 4e4b, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-006-y1=536-y2=672.xml, 2123, 2191, 29, 103, 0.907647907648, 
887, 963, 33, 107, 82b1, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-007-y1=662-y2=793.xml, 890, 960, 34, 105, 0.883712660028, 
697, 770, 33, 100, 9593, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-007-y1=662-y2=793.xml, 699, 767, 34, 97, 0.875894500102, 
1743, 1814, 31, 104, 9577, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-007-y1=662-y2=793.xml, 1745, 1811, 32, 102, 0.891375651167, 
2031, 2100, 33, 99, 5929, navis-Ming-Qing_HarvYench_18_10_10092_0036-line-007-y1=662-y2=793.xml, 2033, 2096, 33, 96, 0.871541501976, 
